source	target
B cell(Plasmocyte)_IGHM high	"vascular associated smooth muscle cell:mesodermal cell:|||:B cell:plasma cell:follicular B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:type B pancreatic cell:lymph gland plasmatocyte:embryonic gland plasmatocyte:|||:B-2 B cell:B-1 B cell:muscle cell:M cell of gut"
B cell(Plasmocyte)_IGKC high	":|||:plasma cell:B cell:follicular B cell:B-2 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:type B pancreatic cell:astrocyte:pancreatic PP cell:|||:Be cell:muscle cell:B-1 B cell:type G enteroendocrine cell"
B cell(Plasmocyte)_IGLC3 high	":|||:plasma cell:B cell:follicular B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:type B pancreatic cell:embryonic gland plasmatocyte:pancreatic PP cell:|||:muscle cell:B-2 B cell:B-1 B cell:type G enteroendocrine cell"
B cell(Plasmocyte)_IGLL5 high	"epithelial cell of small intestine:smooth muscle cell of small intestine:enteric smooth muscle cell:|||:plasma cell:B cell:marginal zone B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:plasmacytoid dendritic cell:embryonic gland plasmatocyte:lymph gland plasmatocyte:|||:B-1 B cell:muscle cell:B-2 B cell:T cell"
B cell(Unknown)	"smooth muscle cell of the umbilical artery:|||:B cell:follicular B cell:B-2 B cell:nucleate erythrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Be cell:B-1 B cell:Be1 Cell:Be2 cell:|||:Feyrter cell:nodal myocyte:M cell of gut:T cell"
B cell(plasmocyte)_IGHA1 high	"gastric goblet cell:mucous cell of stomach:|||:plasma cell:B cell:germinal center B cell:type D cell of stomach:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:embryonic gland plasmatocyte:type B pancreatic cell:pro-B cell:|||:muscle cell:B-2 B cell:B-1 B cell:Be cell"
B cell(plasmocyte)_IGHG3 high	"gastric goblet cell:mucous cell of stomach:|||:B cell:plasma cell:germinal center B cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmatocyte:embryonic gland plasmatocyte:lymph gland plasmatocyte:pre-B-I cell:|||:B-2 B cell:muscle cell:B-1 B cell:M cell of gut"
B cell_Contamination	"epithelial cell of small intestine:smooth muscle cell of small intestine:pancreatic goblet cell:microfold cell of epithelium proper of duodenum:|||:type I pneumocyte:B cell:marginal zone B cell:B-2 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:PP cell of intestine:B cell, CD19-positive:epithelial cell of amnion:brush cell of terminal bronchiole:|||:Be cell:B-1 B cell:type N enteroendocrine cell:nodal myocyte"
B cell_JCHAIN high	"epithelial cell of stratum germinativum of esophagus:ciliated epithelial cell of esophagus:|||:B cell:Be cell:B-2 B cell:B-1 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:native cell:cell in vitro:type B pancreatic cell:Be2 cell:|||:type G enteroendocrine cell:M cell of gut:Feyrter cell:nodal myocyte"
Basal  cell	"endothelial cell of artery:smooth muscle cell of the subclavian artery:smooth muscle cell of the internal thoracic artery:|||:basal cell:respiratory basal cell:type D enteroendocrine cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:blastemal cell:B-1a B cell:non-terminally differentiated cell:plasma cell"
Basal cell	"mesodermal cell:primordial germ cell:renal filtration cell:basal epithelial cell of prostatic duct:|||:basal cell:Slamf1-positive multipotent progenitor cell:Kolmer-Agduhr neuron:type N enteroendocrine cell:|||:basal cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:blastemal cell:non-terminally differentiated cell:B-1a B cell:basket cell"
Basal cell_KRT6A high	"basal cell of epithelium of trachea:brush cell of trachea:mesodermal cell:tracheal goblet cell:|||:basal cell:Slamf1-positive multipotent progenitor cell:Kolmer-Agduhr neuron:nodal myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:basal cell of urothelium:basal cell of prostate epithelium:basal cell of prostatic acinus:blastemal cell:|||:B cell:type G enteroendocrine cell:parafollicular cell:type N enteroendocrine cell"
Basal/Epithelial cell	"epithelial cell of lung:pneumocyte:basal cell of epithelium of lobular bronchiole:mesodermal cell:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myoepithelial cell:mammary gland epithelial cell:tracheal epithelial cell:parietal epithelial cell:|||:basal epithelial cell of prostatic duct:basal cell of prostatic acinus:bronchioalveolar stem cell:basal epithelial cell of tracheobronchial tree"
Basal/epithelial cell	"epithelial cell of lung:pneumocyte:basal cell of epithelium of lobular bronchiole:mesodermal cell:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myoepithelial cell:mammary gland epithelial cell:tracheal epithelial cell:parietal epithelial cell:|||:basal epithelial cell of prostatic duct:basal cell of prostatic acinus:bronchioalveolar stem cell:basal epithelial cell of tracheobronchial tree"
Beta cell	"type B pancreatic cell:pancreatic A cell:pancreatic D cell:pancreatic PP cell:|||:basophil cell of pars distalis of adenohypophysis:Kolmer-Agduhr neuron:nodal myocyte:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Be cell:Be2 cell:B-1a B cell:Be1 Cell"
CD4_T cell	"mesodermal cell:vascular associated smooth muscle cell:|||:T cell:type D enteroendocrine cell:M cell of gut:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:DN4 thymocyte:CD4-positive, alpha-beta thymocyte:parafollicular cell:alveolar macrophage:|||:type N enteroendocrine cell:type G enteroendocrine cell:nodal myocyte:B cell"
CD8 T cell	"adrenal medulla chromaffin cell:|||:T cell:gamma-delta T cell:type N enteroendocrine cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Tc2 cell:Tc1 cell:double negative thymocyte:CD8-positive, CD25-positive, alpha-beta regulatory T cell:|||:Tc17 cell:CD8-positive, CXCR3-negative, CCR6-negative, alpha-beta T cell:effector CD8-positive, alpha-beta T cell:activated CD8-positive, alpha-beta T cell, human"
CD8+ T cell	"mesodermal cell:vascular associated smooth muscle cell:|||:T cell:type G enteroendocrine cell:M cell of gut:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Tc1 cell:CD8-positive, CD28-negative, alpha-beta regulatory T cell:CD8-positive, CD25-positive, alpha-beta regulatory T cell:Tc17 cell:|||:naive thymus-derived CD8-positive, alpha-beta T cell:activated CD8-positive, alpha-beta T cell, human:effector memory CD8-positive, alpha-beta T cell:effector CD8-positive, alpha-beta T cell"
CD8_T cell	"epithelial cell of cervix:epithelial cell of uterus:uterine smooth muscle cell:columnar cell of endocervix:|||:T cell:Feyrter cell:M cell of gut:type N enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD8-positive, alpha-beta thymocyte:type D enteroendocrine cell:parafollicular cell:alveolar macrophage:|||:type G enteroendocrine cell:B cell:nodal myocyte:activated CD8-positive, alpha-beta T cell, human"
Cardiomyocyte	"fetal derived definitive erythrocyte:cardiac muscle myoblast:epicardial adipocyte:primordial germ cell:|||:muscle cell:cardiac muscle cell:fetal cardiomyocyte:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiocyte:regular atrial cardiac myocyte:fat cell:pigment cell"
Cervical Mesothelial cell	"epithelial cell of cervix:epithelial cell of uterus:uterine smooth muscle cell:columnar cell of endocervix:|||:mesothelial cell:glial cell:mesothelial cell of pleura:endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesothelial cell of peritoneum:endothelial cell of artery:corneal endothelial cell:periperhal blood mesothelial cell:|||:urothelial cell:epithelial cell:Kolmer-Agduhr neuron:M cell of gut"
Cholangiocyte	"mesodermal cell:|||:cholangiocyte:amniocyte:oocyte:bladder cell:|||:cholangiocyte:eosinophilic promyelocyte:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:chondrocyte:retinal ganglion cell:phagocyte:pigment cell"
Chondrocyte	"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:|||:chondrocyte:oocyte:periarticular chondrocyte:articular chondrocyte of knee joint:|||:chondrocyte:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:corneocyte:Bm4 B cell:echinocyte"
Chondrocyte_CYTL1 high	"adaxial cell:|||:chondrocyte:oocyte:primordial germ cell:cortical thymic epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:secondary oocyte:osteoclast:columnar chondrocyte:cholangiocyte:|||:CD14-positive monocyte:oncocyte:monocyte:glomerular visceral epithelial cell"
Chondrocyte_PANX3 high	"adaxial cell:|||:chondrocyte:oocyte:glomerular visceral epithelial cell:ionocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:angioblastic mesenchymal cell:secondary oocyte:columnar chondrocyte:|||:primordial germ cell:oncocyte:monocyte:tendon cell"
Chromaffin cell	gastric goblet cell:mucous cell of stomach:|||:chromaffin cell:type N enteroendocrine cell:natural killer cell:Feyrter cell:|||:chromaffin cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:type EC enteroendocrine cell:chromaffin cell of adrenal gland:chromaffin cell of ovary:interrenal chromaffin cell
Chromaffin cell_SPOCK3 high	"adrenal medulla chromaffin cell:|||:chromaffin cell:type N enteroendocrine cell:natural killer cell:T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:chromaffin cell of right ovary:chromaffin cell of ovary:chromaffin cell of paraganglion:chromaffin cell of paraaortic body:|||:parafollicular cell:nodal myocyte:M cell of gut:type D enteroendocrine cell"
Chromaffin cell_VIP high	"adrenal medulla chromaffin cell:|||:type N enteroendocrine cell:chromaffin cell:natural killer cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:chromaffin cell of right ovary:chromaffin cell of ovary:type EC enteroendocrine cell:chromaffin cell of adrenal gland:|||:nodal myocyte:parafollicular cell:Feyrter cell:B cell"
Ciliated  epithelial cell	"tracheal goblet cell:dense-core granulated cell of epithelium of trachea:mesodermal cell:basal cell of epithelium of trachea:|||:epithelial cell:ciliated epithelial cell:glial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multi-ciliated epithelial cell:single ciliated epithelial cell:lens epithelial cell:duct epithelial cell"
Ciliated cell	"primordial germ cell:primitive red blood cell:mesodermal cell:gestational hematopoietic stem cell:|||:type D enteroendocrine cell:ciliated cell:Be cell:double-positive, alpha-beta thymocyte:|||:ciliated cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:multi-ciliated epithelial cell:brush cell:nucleate cell:cultured cell"
Club cell	mesodermal cell:epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:|||:club cell:B cell:B-2 B cell:B-1 B cell:|||:club cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:parafollicular cell:germinal center B cell:cumulus cell:Be cell
Club cell_BPIFB1 high	"brush cell of lobular bronchiole:epithelial cell of lung:basal cell of epithelium of lobular bronchiole:serous cell of epithelium of lobular bronchiole:|||:club cell:B cell:Be cell:B-1 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:parafollicular cell:cumulus cell:germinal center B cell:M cell of gut:|||:B-2 B cell:Feyrter cell:type D enteroendocrine cell:type G enteroendocrine cell"
Club cell_KLK11 high	"brush cell of lobular bronchiole:epithelial cell of lung:mesodermal cell:serous cell of epithelium of lobular bronchiole:|||:club cell:B cell:Be cell:B-2 B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cumulus cell:germinal center B cell:Claudius cell:enterocyte of epithelium of large intestine:|||:B-1 B cell:nodal myocyte:Feyrter cell:type G enteroendocrine cell"
Collecting duct cell	"kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:kidney inner medulla collecting duct epithelial cell:|||:kidney collecting duct cell:T cell:endothelial cell of lymphatic vessel:kidney cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:collagen secreting cell:kidney collecting duct principal cell:kidney collecting duct epithelial cell:kidney collecting duct intercalated cell:|||:alveolar macrophage:kidney inner medulla collecting duct intercalated cell:kidney cortex collecting duct intercalated cell:kidney outer medulla collecting duct intercalated cell"
Collecting duct cell_CRABP1 high	"kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:kidney inner medulla collecting duct epithelial cell:|||:endothelial cell of lymphatic vessel:kidney collecting duct cell:T cell:kidney cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney collecting duct principal cell:kidney collecting duct epithelial cell:kidney collecting duct intercalated cell:collagen secreting cell:|||:alveolar macrophage:M cell of gut:parafollicular cell:nodal myocyte"
Conventional dendritic cell	"gestational hematopoietic stem cell:primordial germ cell:mesodermal cell:primitive red blood cell:|||:conventional dendritic cell:dendritic cell:parafollicular cell:dendritic cell, human:|||:conventional dendritic cell:cartwheel heterochromatin:immature basophil:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pre-conventional dendritic cell:mature conventional dendritic cell:thymic conventional dendritic cell:immature conventional dendritic cell"
Conventional dendritic cell_FECER1A high	"endothelial cell of hepatic sinusoid:mesodermal cell:epithelial cell of alimentary canal:intrahepatic cholangiocyte:|||:dendritic cell, human:conventional dendritic cell:dendritic cell:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pre-conventional dendritic cell:thymic conventional dendritic cell:mature conventional dendritic cell:immature conventional dendritic cell:|||:tip cell:Tc1 cell:Tc2 cell:B cell"
